UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
1	0
0	0
2	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	0
0	0
1	2
1	0
0	0
9	0
0	0
5	11
0	3
0	0
0	2
0	2
2	0
1	1
0	1
2	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	8
0	8
1	3
0	1
6	0
0	4
0	0
0	4
0	0
0	0
1	0
64	26
0	0
0	0
0	0
0	0
1	15
0	9
0	9
0	3
0	2
0	10
0	0
0	1
0	1
6	0
0	0
0	0
2	4
0	0
2	0
1	0
0	1
0	0
0	6
0	6
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	2
0	2
0	2
0	0
5	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
2	1
0	1
0	0
0	0
0	0
1	0
0	8
0	0
0	0
0	0
0	4
0	0
1	0
0	0
0	0
2	16
0	0
0	0
0	16
0	8
0	8
0	1
3	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
2	0
1	0
0	0
121	0
11	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
3	0
0	0
0	0
0	0
0	5
0	5
0	0
0	0
0	0
0	6
0	6
2	15
0	15
0	0
22	0
7	0
3	0
0	0
5	0
0	0
0	0
1	0
0	18
0	0
3	0
0	18
0	2
0	2
0	0
0	1
9	1
0	1
0	1
0	1
0	1
8	1
12	2
0	2
0	0
0	0
0	0
5	0
0	4
0	4
0	1
0	1
0	1
0	1
0	1
0	0
0	1
0	0
0	0
0	1
0	1
0	1
52	0
0	6
6	0
0	0
0	6
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	2
0	2
39	8
0	8
12	8
0	8
0	1
0	1
5	7
0	3
0	16
88	16
0	16
0	0
0	16
10	55
11	10
0	12
0	12
0	43
0	11
0	0
0	60
7	60
15	0
6	100
0	36
2	26
0	21
0	26
0	0
0	0
1	2
3	0
0	0
0	0
0	0
1	0
2	0
6	0
0	0
1	0
0	0
0	0
0	0
1	0
37	0
1	0
1	1
0	0
3	0
2	0
0	1
0	1
4	0
0	0
2	0
0	16
0	8
0	8
0	8
0	8
0	8
0	8
0	7
0	0
0	0
0	8
2	0
0	0
0	4
0	5
0	5
10	4
20	3
0	1
3	0
0	0
0	0
1	0
0	0
0	0
0	0
0	35
