UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	6
0	6
1	0
0	0
3	1
0	0
0	0
0	0
0	2
0	2
0	0
0	60
0	60
1	0
0	0
0	0
0	1
0	1
4	8
9	5
0	2
6	12
0	7
0	0
0	0
0	0
13	25
0	5
0	5
72	22
0	8
0	6
0	6
5	0
1	1
0	1
2	5
0	5
0	18
0	17
8	17
0	6
43	7
0	1
0	1
1	33
0	7
11	1
0	1
50	13
0	9
2	93
0	2
0	2
11	3
4	28
0	28
2	15
1	1
1	38
4	0
1	13
0	13
0	9
0	8
0	5
2	29
0	9
18	27
0	0
10	3
0	3
8	13
0	10
0	5
0	5
0	0
0	0
0	61
0	61
0	0
0	0
0	0
0	0
0	1
2	11
0	37
0	37
0	2
0	7
0	0
0	0
0	0
2	5
0	0
5	16
0	2
2	5
0	1
1	0
4	0
2	2
0	2
0	2
0	7
0	0
0	0
4	5
0	1
1	1
4	9
0	0
0	0
0	0
0	27
0	21
2	4
0	1
3	2
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
10	1
0	3
0	3
4	0
0	0
1	0
1	2
0	2
1	0
1	0
0	0
0	0
0	5
0	5
28	6
16	6
75	0
6	0
4	0
9	0
4	0
5	0
0	0
0	0
8	0
4	3
8	3
1	0
7	0
3	0
4	0
4	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
20	36
0	36
1	0
6	0
1	0
16	0
7	0
2	0
2	0
5	0
0	2
0	12
0	0
0	0
0	12
0	14
0	14
8	0
0	6
14	6
0	5
33	0
0	0
0	0
10	0
25	37
0	27
0	1
6	0
23	0
52	1
0	4
0	4
0	17
0	17
0	26
0	0
0	0
0	0
0	10
5	2
0	2
0	0
9	26
0	0
110	0
0	21
0	0
0	0
0	21
0	6
0	6
0	3
0	3
0	2
0	2
0	0
0	2
12	0
0	21
0	21
1	21
0	0
7	1
0	1
144	32
1	32
1	5
0	0
3	0
0	0
15	12
0	12
36	61
216	61
0	61
10	0
0	53
5	96
20	38
0	14
0	12
0	82
0	12
0	0
0	100
21	100
3	0
0	96
0	33
12	5
0	3
0	5
0	2
1	2
0	0
3	0
3	0
0	0
5	0
4	0
4	0
2	0
11	0
4	0
0	0
0	0
2	0
15	0
21	0
1	0
4	0
20	1
12	0
8	0
0	4
0	4
0	1
0	1
1	0
0	76
0	22
0	18
0	21
0	19
0	20
0	18
0	16
0	0
0	0
0	22
25	16
0	16
5	14
1	26
0	26
73	37
27	58
0	16
0	1
3	0
0	0
13	0
4	0
0	16
0	16
0	16
