UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
226965	178
68462	74
332026	11544
107598	135986
35	46124
639	43554
24	149281
1160	111153
13929	11
78	127173
206339	128250
178752	5796
187345	6
51	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	0
1	0
20	61
1	1
1	1
0	8
0	60
865	183
0	113
7	92
0	31
29	62
0	47
0	36
0	87
0	94
0	9
0	0
0	11
3	11
0	13
55	13
0	0
0	0
0	113
3	1
0	1
0	1
0	1
26	43
24	15
0	20
0	28
13	1
0	0
0	45
0	57
0	57
21	0
47	40
0	40
62	13
9	49
0	0
0	9
0	9
0	10
1	4
4	0
0	45
0	9
0	0
24	45
0	28
72	18
0	8
0	8
0	8
0	0
0	0
0	0
0	1
0	1
9	0
7	10
0	0
2	13
6959	3861
149	50
0	50
0	50
34	11
1	8
0	0
0	16
0	18
0	1
0	1
236	206
0	3
0	3
10	0
2	199
0	180
98	183
17	43
0	0
2	1
0	87
1	2
0	2
0	5
2	3
0	57
51	0
89	51
0	55
0	22
0	53
1	4
11	16
0	16
0	16
0	16
0	4
1	0
11	1
0	12
0	12
1	1
0	2
1	4
2	4
0	2
0	0
0	0
0	90
5	59
0	10
0	0
1	2
13	58
3	0
0	129
0	129
2	42
12	1
1	0
0	27
2	0
2	0
0	3
0	2
0	3
5	76
0	76
0	0
0	4
0	4
5	4
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
145	72
7	65
0	62
0	50
177	50
4	13
4	0
14	1
0	36
0	0
0	0
4	5
0	5
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	2
0	17
22	15
0	74
0	41
0	59
0	1
0	47
0	40
0	4
1	0
1	10
7	50
194	55
0	0
0	2
0	5
588	37
0	48
0	36
0	0
84	12
10	13
1	0
16	145
0	23
1	0
0	17
0	4
0	4
0	17
0	15
1	6
42	20
0	1
1	18
1	9
200	9
14	3
8	17
19	17
46	0
1	21
0	0
0	0
27	21
2	0
20	25
4	0
61	475
107	39
0	458
0	14
66	0
6	0
9	9
0	7
0	7
2	7
17	17
0	7
1	7
0	1
0	0
0	0
1	0
40	10
0	51
0	51
0	44
591	458
0	225
0	225
2	1
1	0
104	23
0	5
1	23
0	0
0	52
0	52
0	15
145	58
72	81
0	36
9	9
45	50
97	47
0	21
332	1
0	1
0	1
0	7
0	0
0	3
8	1
0	1
2	4
67	2
6	0
0	0
0	0
3	0
0	0
1	0
0	0
0	0
0	0
0	0
153	65
2	65
0	37
0	12
0	1
0	0
0	1
1	2
0	1
0	0
0	0
0	10
2	10
